Officer.Name,Document,Shield..,Tax..,Precinct.Command
Frank Viggiano,<a href='https://web.archive.org/web/20220625144855/https://www.nytimes.com/2021/02/15/nyregion/3-detectives-obtained-a-false-murder-confession-was-it-one-of-dozens.html' target='_blank'>Details</a>,NA,NA,47
Frantz Souffrant,<a href='https://web.archive.org/web/20220617213028/https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-cyber-bullying-romances-brooklyn-estevez-souffrant-sierra-20220617-i3efmhyjhjfw5phe4z5qzgozcy-story.html' target='_blank'>Details</a>,NA,NA,78
Frantz Souffrant,<a href='https://web.archive.org/web/20230117102521/https://www.amny.com/transit/criminal-mischief-lawyer-sues-nypd-license-plate-arrest/' target='_blank'>Details</a>,NA,NA,78
Freddy Lopez,<a href='https://web.archive.org/web/20180403000140/https://nypost.com/2018/04/02/cop-sues-nypd-after-boss-allegedly-pushed-for-threesome/' target='_blank'>Details</a>,NA,NA,7
Frederick Belanger,<a href='https://web.archive.org/web/20210329165332/https://gothamist.com/news/samuel-harrell-fishkill-beating-death-prison-ny' target='_blank'>Details</a>,NA,NA,NA
Gabriel Oliveras,<a href='https://web.archive.org/web/20170907183406/https://www.dnainfo.com/new-york/20170710/mariners-harbor/nypd-sergeant-arrested-criminal-mischief' target='_blank'>Details</a>,NA,NA,NA
Gabriel Rodriguez,<a href='https://web.archive.org/web/20171030114744/http://www.nydailynews.com/new-york/bronx/bronx-nypd-precinct-beatings-cost-2-44m-settlements-article-1.3598545' target='_blank'>Details</a>,NA,NA,42
Gaetano Valastro,<a href='https://web.archive.org/web/20170428175451/http://www.nydailynews.com/new-york/nypd-cops-accepted-strippers-expedited-gun-permits-article-1.3098203' target='_blank'>Details</a>,NA,NA,NA
Gaetano Valastro,<a href='https://web.archive.org/web/20170713042039/http://nypost.com/2017/07/12/ex-nypd-cops-plead-not-guilty-in-bribes-for-weapons-scheme/' target='_blank'>Details</a>,NA,NA,NA
Gaetano Valastro,<a href='https://web.archive.org/web/20210320222959/https://www.justice.gov/usao-sdny/pr/former-new-york-city-police-department-official-sentenced-18-months-conspiring-bribe' target='_blank'>Details</a>,NA,NA,NA
Gary Leite,<a href='https://web.archive.org/web/20180329031549/https://nypost.com/2018/03/28/cop-of-the-month-allegedly-harassed-transgender-woman-during-traffic-stop/' target='_blank'>Details</a>,NA,NA,NA
Gary Rich,<a href='https://web.archive.org/web/20200607233756/https://www.nydailynews.com/new-york/nyc-crime/cops-pay-quit-100g-lie-alleged-gun-possession-article-1.3661408' target='_blank'>Details</a>,NA,NA,67
Gawaine Gordon,<a href='https://web.archive.org/web/20170616221320/http://www.nydailynews.com/new-york/brooklyn/nypd-traffic-agent-cuffed-threatening-man-car-sale-article-1.3243682' target='_blank'>Details</a>,NA,NA,NA
Gennady Ladyzhinsky,<a href='https://web.archive.org/web/20180314053026/http://www.nydailynews.com/new-york/documents-shed-light-nypd-secretive-disciplinary-process-article-1.3872914' target='_blank'>Details</a>,NA,NA,NA
Gerard Scparta,<a href='https://web.archive.org/web/20220421165137/https://nypost.com/2018/04/11/former-nypd-cops-busted-for-1-4m-disability-fraud/?sr_share=facebook' target='_blank'>Details</a>,NA,NA,NA
Gescard Isnora,<a href='https://web.archive.org/web/20220417051457/https://en.wikipedia.org/wiki/Shooting_of_Sean_Bell' target='_blank'>Details</a>,NA,NA,NA
Gescard Isnora,<a href='https://web.archive.org/web/20220421152907/https://www.huffpost.com/entry/killed-by-the-nypd-black-men_n_5600045' target='_blank'>Details</a>,NA,NA,NA
Giancarlo Osma,<a href='https://web.archive.org/web/20221117212926/https://www.justice.gov/usao-edny/pr/three-former-nypd-police-officers-plead-guilty-bribery-scheme-0' target='_blank'>Details</a>,NA,NA,107
Giancarlo Raspanti,<a href='https://web.archive.org/web/20220309142203/https://www.nytimes.com/2018/09/12/nyregion/nypd-gambling-prostitution.html' target='_blank'>Details</a>,NA,NA,109
Gino Guerra,<a href='https://web.archive.org/web/20220510155022/https://www.newsday.com/news/new-york/nypd-body-camera-footage-shooting-v46131' target='_blank'>Details</a>,NA,NA,30
Giovanni Mattera,<a href='https://web.archive.org/web/20220705211635/https://www.audacy.com/1010wins/news/local/nyc-to-pay-protester-over-usd430k-for-injuries-from-nypd' target='_blank'>Details</a>,NA,NA,NA
Giovanny Rojas-Acosta,<a href='https://web.archive.org/web/20220309142203/https://www.nytimes.com/2018/09/12/nyregion/nypd-gambling-prostitution.html' target='_blank'>Details</a>,NA,NA,Central Investigations Division
GLENN DOBBINS,<a href='https://web.archive.org/web/20221005230936/https://patch.com/new-york/astoria-long-island-city/these-20-astoria-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,114
Gorman,<a href='https://web.archive.org/web/20201107225949/https://gothamist.com/news/egyptian-nypd-sergeant-claims-colleague-told-him-to-go-back-to-where-you-belong' target='_blank'>Details</a>,NA,NA,123
Grace Rosero Tapia,<a href='https://web.archive.org/web/20211101060312/https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-cops-disciplined-no-masks-on-subway-20211020-aumqbiatcnen7jtnm6c7yn7b7u-story.html' target='_blank'>Details</a>,NA,NA,NA
Grantley Bovell,<a href='https://web.archive.org/web/20220501215151/https://www.dnainfo.com/new-york/20160927/wakefield/nypd-officer-grantley-bovell-arrested-hitting-girlfriend-purse/' target='_blank'>Details</a>,NA,NA,NA
Grantley Bovell,<a href='https://web.archive.org/web/20220503044816/https://www.theguardian.com/world/2014/apr/04/nypd-officer-lawsuit-bovell-guest-mcmillan-occupy' target='_blank'>Details</a>,NA,NA,NA
Greg Gingo,<a href='https://web.archive.org/web/20180302190047/http://www.nydailynews.com/new-york/nyc-crime/nyc-man-wins-1m-lawsuit-nypd-dwi-charge-article-1.3850131' target='_blank'>Details</a>,NA,NA,NA
Gregory Donato,<a href='https://web.archive.org/web/20180128063637/http://www.nydailynews.com/new-york/nypd-bigs-allegedly-told-hurt-lie-fight-officer-article-1.3783392' target='_blank'>Details</a>,NA,NA,24
Gregory Gordon,<a href='https://web.archive.org/web/20170707194406/http://www.nydailynews.com/new-york/nypd-officer-repeatedly-encourages-toddler-n-word-article-1.3300775' target='_blank'>Details</a>,NA,NA,NA
Gregory Smith,<a href='https://web.archive.org/web/20220628201549/https://www.norwoodnews.org/off-duty-nypd-sergeant-arrested-for-assault-in-the-bronx/' target='_blank'>Details</a>,NA,NA,41
Grifford Griffiths,<a href='https://web.archive.org/web/20210930171346/https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-suspends-four-harlem-cops-shooting-leg-20210826-av37ultdyvchxlug7enburstci-story.html' target='_blank'>Details</a>,NA,NA,NA
Gustavo Valerio,<a href='https://web.archive.org/web/20210311170150/https://gothamist.com/news/nypd-cop-busted-feds-key-role-multinational-cocaine-smuggling-ring' target='_blank'>Details</a>,NA,NA,NA
Gwendolyn Bishop,<a href='https://web.archive.org/web/20170329101923/http://www.nydailynews.com/new-york/brooklyn/nypd-trouble-black-lives-matter-twitter-post-article-1.3012094' target='_blank'>Details</a>,NA,NA,76
Haddi Chalati,<a href='https://web.archive.org/web/20170319003540/http://www.nydailynews.com/new-york/nypd-cops-duke-workplace-disputes-boxing-grudge-matches-article-1.3002294' target='_blank'>Details</a>,NA,NA,113
Halima Hadire,<a href='https://web.archive.org/web/https://nypost.com/2020/04/24/nypd-officer-in-trouble-after-car-bizarrely-ends-up-in-water/' target='_blank'>Details</a>,NA,NA,76
Handriel Torres,<a href='https://web.archive.org/web/20220919163112/https://www.youtube.com/watch?v=MDqiRdj37Us&ab_channel=NYPD' target='_blank'>Details</a>,NA,NA,43
Hannah Cottignies,<a href='https://web.archive.org/web/20210611053534/https://www.thecity.nyc/2021/6/8/22525365/nypd-penalties-protest-misconduct' target='_blank'>Details</a>,NA,NA,NA
Harpreet Singh,<a href='https://web.archive.org/web/20170324125858/http://www.nydailynews.com/new-york/nyc-crime/off-duty-nypd-arrested-drunken-driving-queens-article-1.3007785' target='_blank'>Details</a>,NA,NA,NA
Heather Busch,<a href='https://web.archive.org/web/20210514150819/https://www.nytimes.com/2021/05/11/nyregion/nypd-officers-arrested-bribes.html' target='_blank'>Details</a>,NA,NA,NA
Heather Busch,<a href='https://web.archive.org/web/20220421211424/https://www.nydailynews.com/new-york/ny-nypd-officer-tow-truck-scheme-queens-sentenced-20220420-y7yqfrexrbawfkyp3x4dhzehrq-story.html' target='_blank'>Details</a>,NA,NA,NA
Hector Martinez,<a href='https://web.archive.org/web/20201202195127/https://www.nydailynews.com/new-york/nyc-crime/ny-off-duty-cop-dwi-charge-bronx-nypd-20201109-peg43aq4ovggfmqd6ap4tbi65m-story.html' target='_blank'>Details</a>,NA,NA,NA
Helder Santos,<a href='https://web.archive.org/web/20230313144133/https://www.nydailynews.com/new-york/nyc-crime/ny-fired-cop-lawsuit-drug-test-nypd-20230312-m4dyzcpljre7nksuqn65hqisde-story.html' target='_blank'>Details</a>,NA,NA,NA
Henry Bernal,<a href='https://web.archive.org/web/20170526125646/http://www.nydailynews.com/new-york/nyc-crime/nypd-school-safety-agent-allegedly-beat-daughter-14-belt-article-1.3197825' target='_blank'>Details</a>,NA,NA,school safety
Henry Daverin,<a href='https://web.archive.org/web/20210514192345/https://slate.com/news-and-politics/2020/08/police-testilying.html' target='_blank'>Details</a>,NA,NA,NA
Henry Neumann,<a href='https://web.archive.org/web/20200111011305/https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-body-camera-footage-fatal-shooting-brooklyn-20200110-544fjcmjxbfctfwjlu2bmdphty-story.html' target='_blank'>Details</a>,NA,NA,anticrime
Henry Ortiz,<a href='https://web.archive.org/web/20170603044438/http://www.nydailynews.com/new-york/nyc-crime/nypd-school-safety-agent-busted-driving-drunk-manhattan-article-1.3009779' target='_blank'>Details</a>,NA,NA,school safety
Henry Tavarez,<a href='https://web.archive.org/web/20201109025838/http://www.nytimes.com/2009/03/25/nyregion/25perjury.html' target='_blank'>Details</a>,NA,NA,narcotics
Henry Tavarez,<a href='https://web.archive.org/web/20210505164341if_/https://gothamist.com/news/22-nypd-officers-convicted-dishonesty-corruption-misconduct-convictions' target='_blank'>Details</a>,NA,NA,NA
Henry Tavarez,<a href='https://web.archive.org/web/20220907205515/https://www.nbcnewyork.com/news/local/crime-and-courts/brooklyn-da-seeks-to-vacate-378-convictions-tied-to-guilty-cops-in-one-of-largest-us-mass-exonerations-ever/3854737/' target='_blank'>Details</a>,NA,NA,Queens South Narcotics Division
Henry Vidal,<a href='https://web.archive.org/web/20170312043257/http://www.nydailynews.com/new-york/nyc-crime/suspended-east-harlem-shoplifting-susp-flees-squad-car-article-1.2971752' target='_blank'>Details</a>,NA,NA,23
Henry Vidal,<a href='https://web.archive.org/web/20210311165741/https%3A%2F%2Fwww.nydailynews.com%2Fnew-york%2Fny-nypd-chase-queens-motorcycle-death-coverup-20201217-t64idhroybfivd56lqu7cd2l3i-story.html' target='_blank'>Details</a>,NA,NA,NA
Herbert Davis,<a href='https://web.archive.org/web/20220414210346/https://www.thecity.nyc/2021/6/10/22528600/bronx-cops-in-kawaski-trawick-killing-guilty-of-misconduct-ccrb' target='_blank'>Details</a>,NA,NA,NA
Herbert Davis,<a href='https://web.archive.org/web/20220414210537/https://www.propublica.org/article/the-nypd-said-the-killing-of-kawaski-trawick-appears-to-be-justified-video-shows-officers-escalated-the-situation' target='_blank'>Details</a>,NA,NA,NA
Herbert Davis,<a href='https://web.archive.org/web/20220813005525/https://gothamist.com/news/mother-pleads-for-nypd-administrative-trial-more-than-three-years-after-police-killed-her-son' target='_blank'>Details</a>,NA,NA,NA
Herbert Davis,<a href='https://web.archive.org/web/20230515221923/http://gothamist.com/news/family-of-bronx-man-shot-by-police-asks-mayor-adams-to-to-fire-the-nypd-officers-involved' target='_blank'>Details</a>,NA,NA,NA
Herbert Martin,<a href='https://web.archive.org/web/20211213034133/https://www.nytimes.com/2008/05/12/nyregion/12guns.html' target='_blank'>Details</a>,NA,NA,NA
Howard Redmond,<a href='https://web.archive.org/web/20180508002613/https://nypost.com/2018/05/07/intimidating-nypd-cop-booted-from-de-blasio-security-detail-suit/' target='_blank'>Details</a>,NA,NA,Executive Protection Unit
Howard Redmond,<a href='https://web.archive.org/web/20180827105213/http://www.nydailynews.com/new-york/ny-metro-mayors-security-detail-karl-pfeffer-howard-redmond-20180824-story.html' target='_blank'>Details</a>,NA,NA,Executive Protection Unit
Hugh Barry,<a href='http://web.archive.org/web/20170531222151/http://abcnews.go.com/US/nypd-sergeant-indicted-fatally-shooting-mentally-ill-bronx/story?id=47748252' target='_blank'>Details</a>,NA,NA,NA
Hugh Barry,<a href='https://web.archive.org/web/20211004180858/https://gothamist.com/news/nypd-sergeant-who-shot-deborah-danner-face-disciplinary-hearing' target='_blank'>Details</a>,NA,NA,NA
Hugh Barry,<a href='https://web.archive.org/web/20220228202341/https://www.nytimes.com/2018/10/28/nyregion/apology-police-prospect-park-rape.html' target='_blank'>Details</a>,NA,NA,NA
Hugo Hugasian,<a href='https://web.archive.org/web/20180221030228/https://nypost.com/2018/02/20/nypd-cop-accused-of-false-arrest-admits-he-faked-overtime-reports/' target='_blank'>Details</a>,NA,NA,83
Hugo Hugasian,<a href='https://web.archive.org/web/20220510151731/https://www.nytimes.com/2017/10/17/nyregion/brooklyn-judge-police-perjury-nypd.html?_r=0' target='_blank'>Details</a>,NA,NA,NA
Hugo Ortega,<a href='https://web.archive.org/web/20220828205431/https://www.nydailynews.com/new-york/nyc-crime/ny-three-officers-excessive-force-arrest-verdict-santeria-detective-20220825-m45vnumn35akrcaj3jl6ve5ofa-story.html' target='_blank'>Details</a>,NA,NA,NA
Ian Cyrus,<a href='https://web.archive.org/web/20170320195827/http://www.nydailynews.com/new-york/nyc-crime/fired-theft-claims-nypd-statements-caused-unfair-probe-article-1.3003386' target='_blank'>Details</a>,NA,NA,NA
Ileen Estevez,<a href='https://web.archive.org/web/20220617213028/https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-cyber-bullying-romances-brooklyn-estevez-souffrant-sierra-20220617-i3efmhyjhjfw5phe4z5qzgozcy-story.html' target='_blank'>Details</a>,NA,NA,78
Ilter Aykac,<a href='https://web.archive.org/web/20220115152549/https://nypost.com/2022/01/15/nypd-doc-slammed-detective-suffering-long-covid-as-a-liar/' target='_blank'>Details</a>,NA,NA,NA
Isaac Branch,<a href='https://web.archive.org/web/20180905184209/https://nypost.com/2018/09/05/city-quietly-paid-1-5m-to-woman-whose-teeth-were-knocked-out-by-nypd-cop/' target='_blank'>Details</a>,NA,NA,NA
Ishmail Bailey,<a href='https://web.archive.org/web/20190923231934/https://nypost.com/2019/09/20/im-no-kingpin-nypd-cop-who-protected-el-chapos-wife-gives-jailhouse-interview/' target='_blank'>Details</a>,NA,NA,NA
Ivan Cobotic,<a href='https://web.archive.org/web/20211215230501/https://www.dnainfo.com/new-york/20170220/east-harlem/east-harlem-25th-precinct-elaine-francis-false-arrest-suit/' target='_blank'>Details</a>,NA,NA,25
Ivan Furda,<a href='https://web.archive.org/web/20160507121634/http://www.nydailynews.com/new-york/nypd-censures-sergeant-preemptively-closing-cop-beating-probe-article-1.2627870' target='_blank'>Details</a>,NA,NA,NA
Jack Wu,<a href='https://web.archive.org/web/20220208181547/https://nypost.com/2022/02/05/whistleblowing-cop-asks-mayor-adams-to-probe-nypds-internal-affairs/' target='_blank'>Details</a>,NA,NA,NA
Jackson Cheng,<a href='https://web.archive.org/web/20230117001203/https://www.nydailynews.com/new-york/nyc-crime/ny-fired-nypd-captain-overtime-20230116-hlujtxuimne3rcrdofaic7bzny-story.html' target='_blank'>Details</a>,NA,NA,NA
Jacob Peterson,<a href='https://web.archive.org/web/20230424143400/https://nypost.com/2023/04/22/off-duty-cop-charged-with-dwi-in-nyc-police/?sp_amp_linker=1' target='_blank'>Details</a>,NA,NA,102
Jacy Reese,<a href='https://web.archive.org/web/20180314053026/http://www.nydailynews.com/new-york/documents-shed-light-nypd-secretive-disciplinary-process-article-1.3872914' target='_blank'>Details</a>,NA,NA,NA
JAILY POLANCOBALCACER,<a href='https://web.archive.org/web/20221006164312/https://patch.com/new-york/upper-east-side-nyc/these-17-ues-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,19
Jameelah Branch,<a href='https://web.archive.org/web/20180306002834/http://www.nydailynews.com/new-york/nyc-crime/nypd-traffic-agent-arrested-crazy-ticket-article-1.3857143' target='_blank'>Details</a>,NA,NA,NA
James Connolly,<a href='https://web.archive.org/web/20230315211256/https://www.independent.co.uk/news/world/americas/crime/nypd-police-detective-bronx-james-connolly-b2301461.html' target='_blank'>Details</a>,NA,NA,NA
